Stunde;Außen-temperatur;Absolute Feuchtigkeit;Entfeuchtungs-leistung (bei 26°C);Heizleistung;Kühlleistung;Gesamt-leistung
hh;°C;g/kg;kW;kW;kW;kW
2373;13,8;7,77;0,00;0,00;101,77;101,77
2374;13,3;8,86;0,00;0,00;104,52;104,52
2375;13;8,98;0,00;0,00;2,99;2,99
2376;12,6;9,41;0,00;0,00;0,00;0,00
2377;12,4;9,25;0,00;0,00;0,00;0,00
2378;12,3;8,62;0,00;0,00;0,00;0,00
2379;12,3;8,66;0,00;0,00;0,00;0,00
2380;12,3;8,82;0,00;0,00;0,00;0,00
2381;12,3;8,63;0,00;0,00;0,00;0,00
2382;12,2;8,81;0,00;0,00;0,00;0,00
2383;12,6;9,42;0,00;0,00;0,00;0,00
2384;13;8,63;0,00;0,00;0,00;0,00
2385;13,3;8,85;0,00;0,00;0,00;0,00
2386;13,6;8,81;0,00;0,00;0,00;0,00
2387;14,4;9,01;0,00;0,00;0,00;0,00
2388;16,3;8,3;0,00;0,00;0,11;0,11
2389;19,5;8,23;0,00;0,00;0,30;0,30
2390;21,9;7,83;0,00;0,00;0,51;0,51
2391;22,9;8;0,00;0,00;0,34;0,34
2392;21,8;8,3;0,00;0,00;0,19;0,19
2393;21;8,43;0,00;0,00;0,34;0,34
2394;20,7;8,71;0,00;0,00;0,42;0,42
2395;19,9;8,1;0,00;0,00;26,50;26,50
2396;19,3;8,69;0,00;0,00;138,85;138,85
2397;18,7;8,72;0,00;0,00;125,95;125,95
2398;18,2;8,37;0,00;0,00;128,57;128,57
2399;17,6;8,55;0,00;0,00;32,23;32,23
2400;17;8,24;0,00;0,00;0,00;0,00
2401;15,9;8,33;0,00;0,00;0,00;0,00
2402;14,8;8,15;0,00;0,00;0,00;0,00
2403;14,2;7,84;0,00;0,00;0,00;0,00
2404;13,6;7,7;0,00;0,00;0,00;0,00
2405;13,1;8,18;0,00;0,00;0,00;0,00
2406;13,2;8,63;0,00;0,00;0,00;0,00
2407;14;9,14;0,00;0,00;0,00;0,00
2408;15,3;9,44;0,00;0,00;0,00;0,00
2409;16,7;7,94;0,00;0,00;0,15;0,15
2410;18,2;7,19;0,00;0,00;0,22;0,22
2411;19,5;7,06;0,00;0,00;1,61;1,61
2412;20,8;7,36;0,00;0,00;1,56;1,56
2413;21,8;7,5;0,00;0,00;99,24;99,24
2414;22,4;7,86;0,00;0,00;76,30;76,30
2415;22,7;7,34;0,00;0,00;151,47;151,47
2416;22,8;7,53;0,00;0,00;165,43;165,43
2417;22,4;7,45;0,00;0,00;168,03;168,03
2418;21,6;7,4;0,00;0,00;68,28;68,28
2419;20,4;7,31;0,00;0,00;184,37;184,37
2420;18,7;7,87;0,00;0,00;147,30;147,30
2421;16,9;7,99;0,00;0,00;130,00;130,00
2422;15,1;7,77;0,00;0,00;51,12;51,12
2423;13,3;6,9;0,00;0,00;6,25;6,25
2424;11,6;6,68;0,00;0,00;0,00;0,00
2425;10;6,39;0,00;0,00;0,00;0,00
2426;8,4;5,97;0,00;0,00;0,00;0,00
2427;7,5;5,92;0,00;0,00;0,00;0,00
2428;6,6;5,45;0,00;0,00;0,00;0,00
2429;6;5,59;0,00;0,00;0,00;0,00
2430;5,9;5,26;0,00;0,00;0,00;0,00
2431;7,4;5,49;0,00;0,00;0,00;0,00
2432;9,6;5,8;0,00;0,00;0,11;0,11
2433;12;5,73;0,00;0,00;0,69;0,69
2434;14,3;5,7;0,00;0,00;1,45;1,45
2435;16,4;5,5;0,00;0,00;1,43;1,43
2436;18,1;5,2;0,00;0,00;1,92;1,92
2437;19,3;4,82;0,00;0,00;155,79;155,79
2438;20,2;4,65;0,00;0,00;182,46;182,46
2439;20,6;4,58;0,00;0,00;159,34;159,34
2440;20,5;4,63;0,00;0,00;170,35;170,35
2441;19,8;4,79;0,00;0,00;161,21;161,21
2442;18,4;4,52;0,00;0,00;123,70;123,70
2443;16,6;4,43;0,00;0,00;104,07;104,07
2444;14,9;4,87;0,00;0,00;56,59;56,59
2445;13,2;4,81;0,00;0,00;41,76;41,76
2446;11,5;4,75;0,00;0,00;19,63;19,63
2447;9,8;4,82;0,00;0,00;0,00;0,00
2448;8,1;5,1;0,00;0,00;0,00;0,00
2449;7,1;4,95;0,00;0,00;0,00;0,00
2450;5,9;4,72;0,00;0,00;0,00;0,00
2451;5,3;4,51;0,00;0,00;0,00;0,00
2452;4,7;4,32;0,00;0,00;0,00;0,00
2453;4,2;4,35;0,00;0,00;0,00;0,00
2454;4,2;4,32;0,00;0,00;0,00;0,00
2455;5,9;4,43;0,00;0,00;0,00;0,00
2456;8,2;4,56;0,00;0,00;0,00;0,00
2457;10,6;4,69;0,00;0,00;0,60;0,60
2458;13;4,21;0,00;0,00;1,34;1,34
2459;15,2;4,27;0,00;0,00;1,35;1,35
2460;17,1;4,12;0,00;0,00;1,85;1,85
2461;18,5;4;0,00;0,00;6,52;6,52
2462;19,4;4,03;0,00;0,00;177,06;177,06
2463;19,9;4,23;0,00;0,00;155,42;155,42
2464;19,9;4,43;0,00;0,00;166,46;166,46
2465;19,2;4,71;0,00;0,00;158,18;158,18
2466;17,8;5,33;0,00;0,00;141,47;141,47
2467;15,9;5,49;0,00;0,00;101,90;101,90
2468;14,7;6,62;0,00;0,00;55,29;55,29
2469;13,6;6,67;0,00;0,00;27,71;27,71
2470;12,4;6,11;0,00;0,00;14,06;14,06
2471;11,2;6,39;0,00;0,00;0,00;0,00
2472;10,1;6,33;0,00;0,00;0,00;0,00
2473;9,5;6,07;0,00;0,00;0,00;0,00
2474;8,9;6,25;0,00;0,00;0,00;0,00
2475;8,6;6,06;0,00;0,00;0,00;0,00
2476;8,3;6,19;0,00;0,00;0,00;0,00
2477;8;6,18;0,00;0,00;0,00;0,00
2478;8,2;6,76;0,00;0,00;0,00;0,00
2479;9,9;6,53;0,00;0,00;0,00;0,00
2480;11,3;6,59;0,00;0,00;0,00;0,00
2481;13,1;7,04;0,00;0,00;0,93;0,93
2482;15,1;6,41;0,00;0,00;1,86;1,86
2483;15,9;6,52;0,00;0,00;1,42;1,42
2484;17,2;6,64;0,00;0,00;1,64;1,64
2485;17,5;6,8;0,00;0,00;117,20;117,20
2486;17,8;6,65;0,00;0,00;131,89;131,89
2487;17,7;6,82;0,00;0,00;92,54;92,54
2488;16,5;6,78;0,00;0,00;53,94;53,94
2489;15,3;6,63;0,00;0,00;37,43;37,43
2490;14,4;6,59;0,00;0,00;38,67;38,67
2491;13,4;6,55;0,00;0,00;58,86;58,86
2492;12,7;8;0,00;0,00;50,80;50,80
2493;12,1;8,06;0,00;0,00;38,56;38,56
2494;11,2;7,3;0,00;0,00;33,01;33,01
2495;10,8;7,39;0,00;0,00;0,00;0,00
2496;10,1;7,08;0,00;0,00;0,00;0,00
2497;9,6;7,08;0,00;0,00;0,00;0,00
2498;8,9;7,11;0,00;0,00;0,00;0,00
2499;8,7;6,48;0,00;0,00;0,00;0,00
2500;8,5;6,49;0,00;0,00;0,00;0,00
2501;8,3;6,28;0,00;0,00;0,00;0,00
2502;8,4;6,39;0,00;0,00;0,00;0,00
2503;8,9;6,38;0,00;0,00;0,00;0,00
2504;9,1;6,59;0,00;0,00;0,00;0,00
2505;10,5;6,93;0,00;0,00;0,00;0,00
2506;11,4;7,37;0,00;0,00;0,53;0,53
2507;12,2;7,77;0,00;0,00;0,53;0,53
2508;12,8;8,06;0,00;0,00;1,00;1,00
2509;12,9;8,55;0,00;0,00;0,72;0,72
2510;13,5;8,46;0,00;0,00;0,69;0,69
2511;13,5;8,49;0,00;0,00;0,32;0,32
2512;13,5;8,47;0,00;0,00;0,40;0,40
2513;13,3;8,35;0,00;0,00;0,36;0,36
2514;12,8;8,1;0,00;0,00;0,18;0,18
2515;12,2;6,49;0,00;0,00;1,74;1,74
2516;11,2;5,66;0,00;0,00;64,90;64,90
2517;10,2;5,38;0,00;0,00;65,87;65,87
2518;9,2;5,35;0,00;0,00;8,67;8,67
2519;8,2;5,59;0,00;0,00;0,00;0,00
2520;7,2;5,38;0,00;0,00;0,00;0,00
2521;6,2;5,1;0,00;0,00;0,00;0,00
2522;5,1;5,16;0,00;0,00;0,00;0,00
2523;4,4;5,13;0,00;0,00;0,00;0,00
2524;3,8;5;0,00;0,00;0,00;0,00
2525;3,4;4,91;0,00;0,00;0,00;0,00
2526;3,3;4,81;0,00;0,00;0,00;0,00
2527;4,9;4,74;0,00;0,00;0,00;0,00
2528;7;4,79;0,00;0,00;0,00;0,00
2529;9,2;5,13;0,00;0,00;0,36;0,36
2530;11,4;4,49;0,00;0,00;0,95;0,95
2531;13,1;4,42;0,00;0,00;0,88;0,88
2532;14,2;4,43;0,00;0,00;1,23;1,23
2533;15,2;4,41;0,00;0,00;0,91;0,91
2534;15,8;4,64;0,00;0,00;1,10;1,10
2535;15,9;4,33;0,00;0,00;0,72;0,72
2536;15,8;4,66;0,00;0,00;107,27;107,27
2537;15,3;4,5;0,00;0,00;116,52;116,52
2538;14,2;4,65;0,00;0,00;93,78;93,78
2539;12,6;4,69;0,00;0,00;114,80;114,80
2540;11,5;5,07;0,00;0,00;68,87;68,87
2541;10,3;4,97;0,00;0,00;51,74;51,74
2542;9,2;4,96;0,00;0,00;50,25;50,25
2543;8,1;5;0,00;0,00;0,00;0,00
2544;6,9;4,84;0,00;0,00;0,00;0,00
2545;6,4;4,92;0,00;0,00;0,00;0,00
2546;5,9;4,81;0,00;0,00;0,00;0,00
2547;5,6;4,86;0,00;0,00;0,00;0,00
2548;5,4;4,82;0,00;0,00;0,00;0,00
2549;5,2;4,78;0,00;0,00;0,00;0,00
2550;5,2;4,89;0,00;0,00;0,00;0,00
2551;6,7;4,88;0,00;0,00;0,00;0,00
2552;8,2;5,92;0,00;0,00;0,00;0,00
2553;10,5;5,1;0,00;0,00;0,15;0,15
2554;12,6;4,5;0,00;0,00;0,21;0,21
2555;14,2;4,59;0,00;0,00;0,18;0,18
2556;15,8;4,66;0,00;0,00;0,16;0,16
2557;16,7;4,51;0,00;0,00;0,16;0,16
2558;17,5;4,56;0,00;0,00;0,29;0,29
2559;17,9;4,52;0,00;0,00;0,24;0,24
2560;17,9;4,33;0,00;0,00;0,45;0,45
2561;17,5;4,49;0,00;0,00;0,63;0,63
2562;16,7;4,48;0,00;0,00;0,30;0,30
2563;15,3;4,66;0,00;0,00;0,62;0,62
2564;13,6;4,87;0,00;0,00;14,36;14,36
2565;11,9;4,37;0,00;0,00;78,25;78,25
2566;10,2;4,24;0,00;0,00;65,28;65,28
2567;8,5;4,26;0,00;0,00;0,00;0,00
2568;6,8;4,3;0,00;0,00;0,00;0,00
2569;5,2;4,07;0,00;0,00;0,00;0,00
2570;3,5;4;0,00;0,00;0,00;0,00
2571;2,6;3,95;0,00;0,00;0,00;0,00
2572;1,7;3,98;0,00;0,00;0,00;0,00
2573;1;4,07;0,00;0,00;0,00;0,00
2574;1;4,02;0,00;0,00;0,00;0,00
2575;2,7;4,1;0,00;0,00;0,00;0,00
2576;4,7;4,2;0,00;0,00;0,00;0,00
2577;6,9;4,6;0,00;0,00;0,00;0,00
2578;9;4,05;0,00;0,00;0,16;0,16
2579;10,8;3,99;0,00;0,00;1,19;1,19
2580;12,3;3,86;0,00;0,00;1,02;1,02
2581;13,5;3,84;0,00;0,00;0,99;0,99
2582;14,2;3,83;0,00;0,00;0,20;0,20
2583;14,4;3,7;0,00;0,00;1,37;1,37
2584;14,3;3,54;0,00;0,00;1,57;1,57
2585;13,6;3,56;0,00;0,00;1,72;1,72
2586;12,4;3,54;0,00;0,00;0,12;0,12
2587;10,8;3,56;0,00;0,00;68,53;68,53
2588;9,2;4,1;0,00;0,00;74,78;74,78
2589;7,6;3,97;0,00;0,00;54,71;54,71
2590;5,9;3,91;0,00;0,00;0,00;0,00
2591;4,3;3,79;0,00;0,20;0,00;0,20
2592;2,7;3,67;0,00;0,00;0,00;0,00
2593;1,8;3,71;0,00;0,00;0,00;0,00
2594;0,8;3,78;0,00;0,00;0,00;0,00
2595;0,2;3,51;0,00;0,00;0,00;0,00
2596;0,4;3,48;0,00;0,00;0,00;0,00
2597;0,8;3,67;0,00;0,00;0,00;0,00
2598;0,8;3,53;0,00;0,00;0,00;0,00
2599;0,7;3,82;0,00;0,00;0,00;0,00
2600;2,5;4,17;0,00;0,00;0,00;0,00
2601;4,5;4,47;0,00;0,00;0,23;0,23
2602;6,5;4,12;0,00;0,00;0,88;0,88
2603;8,3;4,26;0,00;0,00;0,89;0,89
2604;9,9;4,35;0,00;0,00;1,38;1,38
2605;11,2;4,03;0,00;0,00;1,06;1,06
2606;11,9;4,27;0,00;0,00;0,99;0,99
2607;12,4;4,13;0,00;0,00;0,84;0,84
2608;12,4;3,75;0,00;0,00;1,10;1,10
2609;11,9;3,89;0,00;0,00;1,03;1,03
2610;10,8;3,73;0,00;0,00;0,64;0,64
2611;9,2;3,79;0,00;0,00;20,19;20,19
2612;7,6;4,14;0,00;0,00;10,30;10,30
2613;6,6;4,36;0,00;0,00;0,00;0,00
2614;5,6;4,33;0,00;0,11;0,00;0,11
2615;4,6;4,47;0,00;0,00;0,00;0,00
2616;3,6;4,58;0,00;0,00;0,00;0,00
2617;3,3;4,66;0,00;0,00;0,00;0,00
2618;3;4,72;0,00;0,00;0,00;0,00
2619;2,9;4,71;0,00;0,00;0,00;0,00
2620;2,7;4,49;0,00;0,00;0,00;0,00
2621;2,6;4,48;0,00;0,00;0,00;0,00
2622;2,6;4,72;0,00;0,00;0,00;0,00
2623;3,3;4,72;0,00;0,00;0,00;0,00
2624;4,8;4,87;0,00;0,00;0,00;0,00
2625;7,2;5,24;0,00;0,00;0,37;0,37
2626;7,8;4,48;0,00;0,00;0,43;0,43
2627;8,8;4,4;0,00;0,00;0,66;0,66
2628;10;4,38;0,00;0,00;1,14;1,14
2629;10,9;4,27;0,00;0,00;0,97;0,97
2630;11,1;4,1;0,00;0,00;0,65;0,65
2631;11,1;4,32;0,00;0,00;0,42;0,42
2632;11;4,44;0,00;0,00;0,54;0,54
2633;10,1;4,19;0,00;0,00;0,21;0,21
2634;9,2;4,19;0,00;0,00;0,00;0,00
2635;8,3;4,27;0,00;0,00;0,00;0,00
2636;7,5;5,3;0,00;0,00;0,00;0,00
2637;6,9;5,68;0,00;0,00;0,00;0,00
2638;6,3;5,44;0,00;0,11;0,00;0,11
2639;5,6;4,95;0,00;0,00;0,00;0,00
2640;4,8;4,91;0,00;0,00;0,00;0,00
2641;4,4;4,57;0,00;0,00;0,00;0,00
2642;3,5;4,47;0,00;0,00;0,00;0,00
2643;3,5;4,3;0,00;0,00;0,00;0,00
2644;3,3;4,63;0,00;0,00;0,00;0,00
2645;3,1;4,56;0,00;0,00;0,00;0,00
2646;3,2;4,41;0,00;0,00;0,00;0,00
2647;3,6;4,67;0,00;0,00;0,00;0,00
2648;4;4,44;0,00;0,15;0,00;0,15
2649;4,9;4,72;0,00;0,00;0,63;0,63
2650;6,9;5,43;0,00;0,00;1,02;1,02
2651;8,5;4,44;0,00;0,00;1,12;1,12
2652;9,2;3,83;0,00;0,00;0,97;0,97
2653;9,5;3,85;0,00;0,00;0,78;0,78
2654;9,8;3,65;0,00;0,00;0,58;0,58
2655;9,7;3,52;0,00;0,00;0,30;0,30
2656;9,5;3,41;0,00;0,00;0,39;0,39
2657;9,2;3,51;0,00;0,00;0,35;0,35
2658;8,4;3,81;0,00;0,00;0,00;0,00
2659;7,6;4,13;0,00;0,00;0,00;0,00
2660;6,8;5,13;0,00;0,00;0,00;0,00
2661;6,3;5,45;0,00;0,11;0,00;0,11
2662;5,7;5,32;0,00;0,10;0,00;0,10
2663;5,1;5,43;0,00;0,12;0,00;0,12
2664;4,5;5,2;0,00;0,00;0,00;0,00
2665;4,1;5,2;0,00;0,00;0,00;0,00
2666;3,5;5,05;0,00;0,00;0,00;0,00
2667;3,3;5,05;0,00;0,00;0,00;0,00
2668;3,1;4,8;0,00;0,00;0,00;0,00
2669;2,9;4,86;0,00;0,00;0,00;0,00
2670;2,9;4,89;0,00;0,00;0,00;0,00
2671;4,2;4,88;0,00;0,00;0,00;0,00
2672;5,6;4,86;0,00;0,00;0,00;0,00
2673;7,4;4,88;0,00;0,00;0,23;0,23
2674;9,1;4,81;0,00;0,00;0,88;0,88
2675;10,8;4,62;0,00;0,00;1,03;1,03
2676;12,3;4,29;0,00;0,00;1,50;1,50
2677;13,6;4,52;0,00;0,00;1,32;1,32
2678;14,4;4,74;0,00;0,00;1,05;1,05
2679;14,7;4,66;0,00;0,00;0,74;0,74
2680;14,7;4,72;0,00;0,00;0,98;0,98
2681;14,4;4,27;0,00;0,00;0,93;0,93
2682;13,5;4,46;0,00;0,00;0,61;0,61
2683;12,2;4,74;0,00;0,00;2,54;2,54
2684;10,9;4,95;0,00;0,00;1,48;1,48
2685;10,3;5,57;0,00;0,00;1,18;1,18
2686;9,7;5,43;0,00;0,00;0,00;0,00
2687;9,1;5,61;0,00;0,00;0,00;0,00
2688;8,6;5,51;0,00;0,00;0,00;0,00
2689;8,3;5,19;0,00;0,00;0,00;0,00
2690;8;5,06;0,00;0,00;0,00;0,00
2691;7,9;5,31;0,00;0,00;0,00;0,00
2692;7,8;5,19;0,00;0,00;0,00;0,00
2693;7,7;5,18;0,00;0,00;0,00;0,00
2694;7,8;5,63;0,00;0,00;0,00;0,00
2695;8;5,75;0,00;0,00;0,00;0,00
2696;8,2;5,44;0,00;0,10;0,00;0,10
2697;9,6;5,56;0,00;0,00;0,41;0,41
2698;10;5,53;0,00;0,00;0,19;0,19
2699;11,5;5,84;0,00;0,00;0,48;0,48
2700;12,3;5,85;0,00;0,00;0,84;0,84
2701;12,7;5,57;0,00;0,00;0,59;0,59
2702;14;5,55;0,00;0,00;0,93;0,93
2703;14,9;5,7;0,00;0,00;0,58;0,58
2704;15,4;5,93;0,00;0,00;0,80;0,80
2705;15,6;5,7;0,00;0,00;0,79;0,79
2706;15;5,53;0,00;0,00;0,44;0,44
2707;14,2;6,93;0,00;0,00;1,62;1,62
2708;13,5;8,44;0,00;0,00;1,32;1,32
2709;12,5;7,94;0,00;0,00;1,00;1,00
2710;11,6;7,44;0,00;0,00;0,98;0,98
2711;10,6;6,97;0,00;0,00;0,00;0,00
2712;9,4;6,74;0,00;0,00;0,00;0,00
2713;8,6;6,11;0,00;0,00;0,00;0,00
2714;7,4;5,87;0,00;0,00;0,00;0,00
2715;7;5,71;0,00;0,00;0,00;0,00
2716;6,3;5,47;0,00;0,00;0,00;0,00
2717;5,9;5,31;0,00;0,00;0,00;0,00
2718;6,2;5,4;0,00;0,00;0,00;0,00
2719;6,9;5,43;0,00;0,00;0,00;0,00
2720;7;5,47;0,00;0,00;0,00;0,00
2721;8,5;6,07;0,00;0,00;0,00;0,00
2722;9,5;4,95;0,00;0,00;0,00;0,00
2723;9,8;5,11;0,00;0,00;0,00;0,00
2724;9,7;4,75;0,00;0,13;0,00;0,13
2725;9,8;5,97;0,00;0,00;0,00;0,00
2726;10,7;4,91;0,00;0,00;0,00;0,00
2727;10,9;4,92;0,00;0,00;0,00;0,00
2728;11,4;5,06;0,00;0,00;0,20;0,20
2729;11,4;4,91;0,00;0,00;0,23;0,23
2730;10,6;6,11;0,00;0,00;0,00;0,00
2731;9,8;6,61;0,00;0,00;0,16;0,16
2732;9,1;6,31;0,00;0,00;0,99;0,99
2733;8,2;5,92;0,00;0,00;0,82;0,82
2734;7,3;5,56;0,00;0,00;0,74;0,74
2735;6,3;5,21;0,00;0,12;0,00;0,12
2736;5,4;4,88;0,00;0,00;0,00;0,00
2737;4,9;4,8;0,00;0,00;0,00;0,00
2738;4,3;4,69;0,00;0,00;0,00;0,00
2739;4;4,59;0,00;0,00;0,00;0,00
2740;3,6;4,56;0,00;0,00;0,00;0,00
2741;3,3;4,35;0,00;0,00;0,00;0,00
2742;3,6;4,07;0,00;0,00;0,00;0,00
2743;6;4,2;0,00;0,00;0,00;0,00
2744;8,9;4,33;0,00;0,00;0,00;0,00
2745;11,9;4,51;0,00;0,00;0,23;0,23
2746;14,5;3,7;0,00;0,00;0,30;0,30
2747;16,9;3,53;0,00;0,00;1,91;1,91
2748;17,5;3,87;0,00;0,00;1,31;1,31
2749;17,6;3,93;0,00;0,00;1,20;1,20
2750;17,7;3,8;0,00;0,00;0,21;0,21
2751;17,6;4,03;0,00;0,00;1,41;1,41
2752;17,5;3,91;0,00;0,00;1,73;1,73
2753;16,6;3,69;0,00;0,00;1,77;1,77
2754;15,4;3,71;0,00;0,00;0,14;0,14
2755;13,9;3,72;0,00;0,00;3,28;3,28
2756;12,3;4,01;0,00;0,00;1,87;1,87
2757;10,8;4,6;0,00;0,00;1,44;1,44
2758;9,4;4,59;0,00;0,00;0,16;0,16
2759;7,9;4,56;0,00;0,11;0,00;0,11
2760;6,4;4,54;0,00;0,00;0,00;0,00
2761;5,5;4,73;0,00;0,00;0,00;0,00
2762;4,4;4,6;0,00;0,00;0,00;0,00
2763;3,9;4,55;0,00;0,00;0,00;0,00
2764;3,3;4,35;0,00;0,00;0,00;0,00
2765;2,9;4,49;0,00;0,00;0,00;0,00
2766;3,1;4,55;0,00;0,00;0,00;0,00
2767;5,2;5;0,00;0,00;0,00;0,00
2768;7,4;5,32;0,00;0,00;0,00;0,00
2769;9,7;5,7;0,00;0,00;0,45;0,45
2770;11,9;5;0,00;0,00;1,09;1,09
2771;13,8;5;0,00;0,00;1,09;1,09
2772;15,4;4,69;0,00;0,00;1,57;1,57
2773;16,6;4,71;0,00;0,00;1,20;1,20
2774;17,3;4,89;0,00;0,00;1,23;1,23
2775;17,7;4,73;0,00;0,00;0,86;0,86
2776;17,6;4,59;0,00;0,00;109,08;109,08
2777;16,9;4,59;0,00;0,00;122,46;122,46
2778;15,7;4,45;0,00;0,00;98,02;98,02
2779;14,1;4,54;0,00;0,00;121,46;121,46
2780;12,4;4,51;0,00;0,00;44,14;44,14
2781;11,2;4,99;0,00;0,00;27,91;27,91
2782;10;4,63;0,00;0,00;14,70;14,70
2783;8,8;4,75;0,00;0,00;0,00;0,00
2784;7,6;4,62;0,00;0,00;0,00;0,00
2785;7,1;4,83;0,00;0,00;0,00;0,00
2786;6,4;4,89;0,00;0,00;0,00;0,00
2787;6;4,75;0,00;0,00;0,00;0,00
2788;5,6;4,95;0,00;0,00;0,00;0,00
2789;5,4;4,99;0,00;0,00;0,00;0,00
2790;5,8;5,2;0,00;0,00;0,00;0,00
2791;7,6;5,3;0,00;0,00;0,00;0,00
2792;9,7;5,58;0,00;0,00;0,00;0,00
2793;11,4;5,73;0,00;0,00;0,44;0,44
2794;13,4;5,58;0,00;0,00;1,02;1,02
2795;15,6;5,65;0,00;0,00;1,31;1,31
2796;17;5,9;0,00;0,00;1,53;1,53
2797;17,6;5,77;0,00;0,00;1,27;1,27
2798;17,7;7,35;0,00;0,00;9,56;9,56
2799;17,6;5,77;0,00;0,00;92,27;92,27
2800;17,3;5,29;0,00;0,00;101,78;101,78
2801;16,6;5,16;0,00;0,00;97,98;97,98
2802;15,7;5,12;0,00;0,00;94,22;94,22
2803;14,5;5,12;0,00;0,00;140,57;140,57
2804;13,1;5,3;0,00;0,00;36,52;36,52
2805;12,1;5,75;0,00;0,00;17,85;17,85
2806;11,1;5,37;0,00;0,00;1,10;1,10
2807;10,1;5,57;0,00;0,00;0,00;0,00
2808;9,1;5,33;0,00;0,00;0,00;0,00
2809;8,5;5,13;0,00;0,00;0,00;0,00
2810;7,9;4,98;0,00;0,00;0,00;0,00
2811;7,6;4,8;0,00;0,00;0,00;0,00
2812;7,3;5,56;0,00;0,00;0,00;0,00
2813;5,9;5,55;0,00;0,00;0,00;0,00
2814;6,8;5,65;0,00;0,00;0,00;0,00
2815;7,8;5,77;0,00;0,00;0,00;0,00
2816;8,6;6,08;0,00;0,00;0,00;0,00
2817;9,3;6,4;0,00;0,00;0,19;0,19
2818;9,5;6,8;0,00;0,00;0,46;0,46
2819;9,9;6,98;0,00;0,00;0,66;0,66
2820;11;7,17;0,00;0,00;0,76;0,76
2821;11,3;7,33;0,00;0,00;0,68;0,68
2822;11,6;7,47;0,00;0,00;0,56;0,56
2823;11,6;7,85;0,00;0,00;0,26;0,26
2824;11,9;7,61;0,00;0,00;0,43;0,43
2825;11,9;7,64;0,00;0,00;0,36;0,36
2826;11,7;7,5;0,00;0,00;0,18;0,18
2827;11,1;7,23;0,00;0,00;0,80;0,80
2828;10,6;6,98;0,00;0,00;0,34;0,34
2829;9,4;6,74;0,00;0,00;0,23;0,23
2830;8,1;6,2;0,00;0,00;0,00;0,00
2831;6,9;5,72;0,00;0,18;0,00;0,18
2832;5,7;5,24;0,00;0,00;0,00;0,00
2833;4,4;5,26;0,00;0,00;0,00;0,00
2834;3;4,95;0,00;0,00;0,00;0,00
2835;2,3;4,7;0,00;0,00;0,00;0,00
2836;1,6;4,46;0,00;0,00;0,00;0,00
2837;1,1;4,3;0,00;0,00;0,00;0,00
2838;1,7;4,5;0,00;0,00;0,00;0,00
2839;3,2;4,4;0,00;0,00;0,00;0,00
2840;3,3;4,39;0,00;0,14;0,00;0,14
2841;3,7;4,29;0,00;0,00;0,00;0,00
2842;4,7;4,08;0,00;0,00;0,16;0,16
2843;4,9;3,9;0,00;0,00;0,00;0,00
2844;6,2;3,81;0,00;0,00;0,65;0,65
2845;7,1;3,9;0,00;0,00;0,56;0,56
2846;8,3;3,75;0,00;0,00;0,69;0,69
2847;9,1;3,95;0,00;0,00;0,44;0,44
2848;9,8;3,87;0,00;0,00;0,74;0,74
2849;10,1;3,69;0,00;0,00;0,83;0,83
2850;9,9;3,4;0,00;0,00;0,61;0,61
2851;8,9;3,61;0,00;0,00;2,52;2,52
2852;7,8;3,31;0,00;0,00;1,06;1,06
2853;6,5;3,55;0,00;0,00;0,69;0,69
2854;5,2;3,4;0,00;0,11;0,00;0,11
2855;3,8;3,45;0,00;0,00;0,00;0,00
2856;2,5;3,39;0,00;0,00;0,00;0,00
2857;1,7;3,44;0,00;0,00;0,00;0,00
2858;0,6;3,51;0,00;0,00;0,00;0,00
2859;0,1;3,47;0,00;0,00;0,00;0,00
2860;0,7;3,5;0,00;0,00;0,00;0,00
2861;1,2;3,35;0,00;0,00;0,00;0,00
2862;1;3,42;0,00;0,00;0,00;0,00
2863;0,6;3,65;0,00;0,00;0,00;0,00
2864;2,3;4,08;0,00;0,00;0,00;0,00
2865;4;4,02;0,00;0,00;0,00;0,00
2866;5,5;4,05;0,00;0,00;0,42;0,42
2867;6,8;3,98;0,00;0,00;0,40;0,40
2868;7,9;3,93;0,00;0,00;0,74;0,74
2869;8,6;3,99;0,00;0,00;0,51;0,51
2870;9,1;3,99;0,00;0,00;0,74;0,74
2871;9,3;4,03;0,00;0,00;0,45;0,45
2872;9,1;4,22;0,00;0,00;0,59;0,59
2873;8,4;4,15;0,00;0,00;0,49;0,49
2874;7,2;4,34;0,00;0,00;0,28;0,28
2875;5,8;4,46;0,00;0,00;3,21;3,21
2876;4,3;4,57;0,00;0,00;1,48;1,48
2877;4,3;5,06;0,00;0,00;1,39;1,39
2878;4,4;5,22;0,00;0,00;1,40;1,40
2879;4,9;5,25;0,00;0,00;0,00;0,00
2880;5,5;5,02;0,00;0,00;0,00;0,00
2881;5,7;5,96;0,00;0,00;0,00;0,00
2882;6,6;6,21;0,00;0,00;0,00;0,00
2883;7,2;6,47;0,00;0,00;0,00;0,00
2884;7,8;6,42;0,00;0,00;0,00;0,00
2885;8,3;6,54;0,00;0,00;0,00;0,00
2886;8,9;6,36;0,00;0,00;0,00;0,00
2887;10,7;6,77;0,00;0,00;0,00;0,00
2888;12,7;7,77;0,00;0,00;0,00;0,00
2889;15,8;6,26;0,00;0,00;0,30;0,30
2890;17,2;5,66;0,00;0,00;0,23;0,23
