 TIME                    	Delta_Energy             	Result                   	Result                   	label                    	
 HOURS              	°C                  	°C                  	kJ/h                	kJ/h                	
  +4.9000000000000000E+02	  +7.5769410362472325+149	  +2.3753880716585377E+02	  +7.5769410362472325+149	  +0.0000000000000000E+00	
  +4.9100000000000000E+02	  +1.5153882072494465+150	  +2.3753997563965297E+02	  +1.5153882072494465+150	  +0.0000000000000000E+00	
  +4.9200000000000000E+02	  +3.0307764144988930+150	  +2.3754114450116154E+02	  +3.0307764144988930+150	  +0.0000000000000000E+00	
  +4.9300000000000000E+02	  +6.0615528289977860+150	  +2.3754231374977817E+02	  +6.0615528289977860+150	  +0.0000000000000000E+00	
  +4.9400000000000000E+02	  +1.2123105657995572+151	  +2.3754348338490132E+02	  +1.2123105657995572+151	  +0.0000000000000000E+00	
  +4.9500000000000000E+02	  +2.4246211315991144+151	  +2.3754465340592924E+02	  +2.4246211315991144+151	  +0.0000000000000000E+00	
  +4.9600000000000000E+02	  +4.8492422631982288+151	  +2.3754582381226001E+02	  +4.8492422631982288+151	  +0.0000000000000000E+00	
  +4.9700000000000000E+02	  +9.6984845263964576+151	  +2.3754699460329152E+02	  +9.6984845263964576+151	  +0.0000000000000000E+00	
  +4.9800000000000000E+02	  +1.9396969052792915+152	  +2.3754816577842149E+02	  +1.9396969052792915+152	  +0.0000000000000000E+00	
  +4.9900000000000000E+02	  +3.8793938105585831+152	  +2.3754933733704729E+02	  +3.8793938105585831+152	  +0.0000000000000000E+00	
  +5.0000000000000000E+02	  +7.7587876211171661+152	  +2.3755050927856624E+02	  +7.7587876211171661+152	  +0.0000000000000000E+00	
  +5.0100000000000000E+02	  +1.5517575242234332+153	  +2.3755168160237548E+02	  +1.5517575242234332+153	  +0.0000000000000000E+00	
  +5.0200000000000000E+02	  +3.1035150484468664+153	  +2.3755285430787183E+02	  +3.1035150484468664+153	  +0.0000000000000000E+00	
  +5.0300000000000000E+02	  +6.2070300968937329+153	  +2.3755402739445202E+02	  +6.2070300968937329+153	  +0.0000000000000000E+00	
  +5.0400000000000000E+02	  +1.2414060193787466+154	  +2.3755520086151250E+02	  +1.2414060193787466+154	  +0.0000000000000000E+00	
  +5.0500000000000000E+02	  +2.4828120387574932+154	  +2.3755637470844962E+02	  +2.4828120387574932+154	  +0.0000000000000000E+00	
  +5.0600000000000000E+02	  +4.9656240775149863+154	  +2.3755754893465945E+02	  +4.9656240775149863+154	  +0.0000000000000000E+00	
  +5.0700000000000000E+02	  +9.9312481550299726+154	  +2.3755872353953791E+02	  +9.9312481550299726+154	  +0.0000000000000000E+00	
  +5.0800000000000000E+02	  +1.9862496310059945+155	  +2.3755989852248072E+02	  +1.9862496310059945+155	  +0.0000000000000000E+00	
  +5.0900000000000000E+02	  +3.9724992620119890+155	  +2.3756107388288339E+02	  +3.9724992620119890+155	  +0.0000000000000000E+00	
  +5.1000000000000000E+02	  +7.9449985240239781+155	  +2.3756224962014122E+02	  +7.9449985240239781+155	  +0.0000000000000000E+00	
  +5.1100000000000000E+02	  +1.5889997048047956+156	  +2.3756342573364938E+02	  +1.5889997048047956+156	  +0.0000000000000000E+00	
  +5.1200000000000000E+02	  +3.1779994096095912+156	  +2.3756460222280282E+02	  +3.1779994096095912+156	  +0.0000000000000000E+00	
  +5.1300000000000000E+02	  +6.3559988192191825+156	  +2.3756577908699620E+02	  +6.3559988192191825+156	  +0.0000000000000000E+00	
  +5.1400000000000000E+02	  +1.2711997638438365+157	  +2.3756695632562415E+02	  +1.2711997638438365+157	  +0.0000000000000000E+00	
  +5.1500000000000000E+02	  +2.5423995276876730+157	  +2.3756813393808102E+02	  +2.5423995276876730+157	  +0.0000000000000000E+00	
  +5.1600000000000000E+02	  +5.0847990553753460+157	  +2.3756931192376092E+02	  +5.0847990553753460+157	  +0.0000000000000000E+00	
  +5.1700000000000000E+02	  +1.0169598110750692+158	  +2.3757049028205790E+02	  +1.0169598110750692+158	  +0.0000000000000000E+00	
  +5.1800000000000000E+02	  +2.0339196221501384+158	  +2.3757166901236570E+02	  +2.0339196221501384+158	  +0.0000000000000000E+00	
  +5.1900000000000000E+02	  +4.0678392443002768+158	  +2.3757284811407791E+02	  +4.0678392443002768+158	  +0.0000000000000000E+00	
  +5.2000000000000000E+02	  +8.1356784886005536+158	  +2.3757402758658796E+02	  +8.1356784886005536+158	  +0.0000000000000000E+00	
  +5.2100000000000000E+02	  +1.6271356977201107+159	  +2.3757520742928898E+02	  +1.6271356977201107+159	  +0.0000000000000000E+00	
  +5.2200000000000000E+02	  +3.2542713954402214+159	  +2.3757638764157412E+02	  +3.2542713954402214+159	  +0.0000000000000000E+00	
  +5.2300000000000000E+02	  +6.5085427908804429+159	  +2.3757756822283608E+02	  +6.5085427908804429+159	  +0.0000000000000000E+00	
  +5.2400000000000000E+02	  +1.3017085581760886+160	  +2.3757874917246755E+02	  +1.3017085581760886+160	  +0.0000000000000000E+00	
  +5.2500000000000000E+02	  +2.6034171163521771+160	  +2.3757993048986100E+02	  +2.6034171163521771+160	  +0.0000000000000000E+00	
  +5.2600000000000000E+02	  +5.2068342327043543+160	  +2.3758111217440867E+02	  +5.2068342327043543+160	  +0.0000000000000000E+00	
  +5.2700000000000000E+02	  +1.0413668465408709+161	  +2.3758229422550261E+02	  +1.0413668465408709+161	  +0.0000000000000000E+00	
  +5.2800000000000000E+02	  +2.0827336930817417+161	  +2.3758347664253472E+02	  +2.0827336930817417+161	  +0.0000000000000000E+00	
  +5.2900000000000000E+02	  +4.1654673861634834+161	  +2.3758465942489673E+02	  +4.1654673861634834+161	  +0.0000000000000000E+00	
  +5.3000000000000000E+02	  +8.3309347723269668+161	  +2.3758584257198007E+02	  +8.3309347723269668+161	  +0.0000000000000000E+00	
  +5.3100000000000000E+02	  +1.6661869544653934+162	  +2.3758702608317614E+02	  +1.6661869544653934+162	  +0.0000000000000000E+00	
  +5.3200000000000000E+02	  +3.3323739089307867+162	  +2.3758820995787602E+02	  +3.3323739089307867+162	  +0.0000000000000000E+00	
  +5.3300000000000000E+02	  +6.6647478178615735+162	  +2.3758939419547065E+02	  +6.6647478178615735+162	  +0.0000000000000000E+00	
  +5.3400000000000000E+02	  +1.3329495635723147+163	  +2.3759057879535081E+02	  +1.3329495635723147+163	  +0.0000000000000000E+00	
  +5.3500000000000000E+02	  +2.6658991271446294+163	  +2.3759176375690706E+02	  +2.6658991271446294+163	  +0.0000000000000000E+00	
  +5.3600000000000000E+02	  +5.3317982542892588+163	  +2.3759294907952983E+02	  +5.3317982542892588+163	  +0.0000000000000000E+00	
  +5.3700000000000000E+02	  +1.0663596508578518+164	  +2.3759413476260923E+02	  +1.0663596508578518+164	  +0.0000000000000000E+00	
  +5.3800000000000000E+02	  +2.1327193017157035+164	  +2.3759532080553532E+02	  +2.1327193017157035+164	  +0.0000000000000000E+00	
  +5.3900000000000000E+02	  +4.2654386034314070+164	  +2.3759650720769795E+02	  +4.2654386034314070+164	  +0.0000000000000000E+00	
  +5.4000000000000000E+02	  +8.5308772068628141+164	  +2.3759769396848679E+02	  +8.5308772068628141+164	  +0.0000000000000000E+00	
  +5.4100000000000000E+02	  +1.7061754413725628+165	  +2.3759888108729120E+02	  +1.7061754413725628+165	  +0.0000000000000000E+00	
  +5.4200000000000000E+02	  +3.4123508827451256+165	  +2.3760006856350051E+02	  +3.4123508827451256+165	  +0.0000000000000000E+00	
  +5.4300000000000000E+02	  +6.8247017654902512+165	  +2.3760125639650383E+02	  +6.8247017654902512+165	  +0.0000000000000000E+00	
  +5.4400000000000000E+02	  +1.3649403530980502+166	  +2.3760244458569005E+02	  +1.3649403530980502+166	  +0.0000000000000000E+00	
  +5.4500000000000000E+02	  +2.7298807061961005+166	  +2.3760363313044786E+02	  +2.7298807061961005+166	  +0.0000000000000000E+00	
  +5.4600000000000000E+02	  +5.4597614123922010+166	  +2.3760482203016588E+02	  +5.4597614123922010+166	  +0.0000000000000000E+00	
  +5.4700000000000000E+02	  +1.0919522824784402+167	  +2.3760601128423241E+02	  +1.0919522824784402+167	  +0.0000000000000000E+00	
  +5.4800000000000000E+02	  +2.1839045649568804+167	  +2.3760720089203565E+02	  +2.1839045649568804+167	  +0.0000000000000000E+00	
  +5.4900000000000000E+02	  +4.3678091299137608+167	  +2.3760839085296357E+02	  +4.3678091299137608+167	  +0.0000000000000000E+00	
  +5.5000000000000000E+02	  +8.7356182598275216+167	  +2.3760958116640398E+02	  +8.7356182598275216+167	  +0.0000000000000000E+00	
  +5.5100000000000000E+02	  +1.7471236519655043+168	  +2.3761077183174456E+02	  +1.7471236519655043+168	  +0.0000000000000000E+00	
  +5.5200000000000000E+02	  +3.4942473039310086+168	  +2.3761196284837274E+02	  +3.4942473039310086+168	  +0.0000000000000000E+00	
  +5.5300000000000000E+02	  +6.9884946078620173+168	  +2.3761315421567576E+02	  +6.9884946078620173+168	  +0.0000000000000000E+00	
  +5.5400000000000000E+02	  +1.3976989215724035+169	  +2.3761434593304071E+02	  +1.3976989215724035+169	  +0.0000000000000000E+00	
  +5.5500000000000000E+02	  +2.7953978431448069+169	  +2.3761553799985455E+02	  +2.7953978431448069+169	  +0.0000000000000000E+00	
  +5.5600000000000000E+02	  +5.5907956862896138+169	  +2.3761673041550398E+02	  +5.5907956862896138+169	  +0.0000000000000000E+00	
  +5.5700000000000000E+02	  +1.1181591372579228+170	  +2.3761792317937554E+02	  +1.1181591372579228+170	  +0.0000000000000000E+00	
  +5.5800000000000000E+02	  +2.2363182745158455+170	  +2.3761911629085563E+02	  +2.2363182745158455+170	  +0.0000000000000000E+00	
  +5.5900000000000000E+02	  +4.4726365490316911+170	  +2.3762030974933040E+02	  +4.4726365490316911+170	  +0.0000000000000000E+00	
  +5.6000000000000000E+02	  +8.9452730980633821+170	  +2.3762150355418589E+02	  +8.9452730980633821+170	  +0.0000000000000000E+00	
  +5.6100000000000000E+02	  +1.7890546196126764+171	  +2.3762269770480793E+02	  +1.7890546196126764+171	  +0.0000000000000000E+00	
  +5.6200000000000000E+02	  +3.5781092392253528+171	  +2.3762389220058219E+02	  +3.5781092392253528+171	  +0.0000000000000000E+00	
  +5.6300000000000000E+02	  +7.1562184784507057+171	  +2.3762508704089413E+02	  +7.1562184784507057+171	  +0.0000000000000000E+00	
  +5.6400000000000000E+02	  +1.4312436956901411+172	  +2.3762628222512907E+02	  +1.4312436956901411+172	  +0.0000000000000000E+00	
  +5.6500000000000000E+02	  +2.8624873913802823+172	  +2.3762747775267212E+02	  +2.8624873913802823+172	  +0.0000000000000000E+00	
  +5.6600000000000000E+02	  +5.7249747827605645+172	  +2.3762867362290825E+02	  +5.7249747827605645+172	  +0.0000000000000000E+00	
  +5.6700000000000000E+02	  +1.1449949565521129+173	  +2.3762986983522219E+02	  +1.1449949565521129+173	  +0.0000000000000000E+00	
  +5.6800000000000000E+02	  +2.2899899131042258+173	  +2.3763106638899862E+02	  +2.2899899131042258+173	  +0.0000000000000000E+00	
  +5.6900000000000000E+02	  +4.5799798262084516+173	  +2.3763226328362188E+02	  +4.5799798262084516+173	  +0.0000000000000000E+00	
  +5.7000000000000000E+02	  +9.1599596524169033+173	  +2.3763346051847623E+02	  +9.1599596524169033+173	  +0.0000000000000000E+00	
  +5.7100000000000000E+02	  +1.8319919304833807+174	  +2.3763465809294578E+02	  +1.8319919304833807+174	  +0.0000000000000000E+00	
  +5.7200000000000000E+02	  +3.6639838609667613+174	  +2.3763585600641437E+02	  +3.6639838609667613+174	  +0.0000000000000000E+00	
  +5.7300000000000000E+02	  +7.3279677219335226+174	  +2.3763705425826578E+02	  +7.3279677219335226+174	  +0.0000000000000000E+00	
  +5.7400000000000000E+02	  +1.4655935443867045+175	  +2.3763825284788354E+02	  +1.4655935443867045+175	  +0.0000000000000000E+00	
  +5.7500000000000000E+02	  +2.9311870887734090+175	  +2.3763945177465101E+02	  +2.9311870887734090+175	  +0.0000000000000000E+00	
  +5.7600000000000000E+02	  +5.8623741775468181+175	  +2.3764065103795136E+02	  +5.8623741775468181+175	  +0.0000000000000000E+00	
  +5.7700000000000000E+02	  +1.1724748355093636+176	  +2.3764185063716769E+02	  +1.1724748355093636+176	  +0.0000000000000000E+00	
  +5.7800000000000000E+02	  +2.3449496710187272+176	  +2.3764305057168281E+02	  +2.3449496710187272+176	  +0.0000000000000000E+00	
  +5.7900000000000000E+02	  +4.6898993420374545+176	  +2.3764425084087938E+02	  +4.6898993420374545+176	  +0.0000000000000000E+00	
  +5.8000000000000000E+02	  +9.3797986840749090+176	  +2.3764545144414001E+02	  +9.3797986840749090+176	  +0.0000000000000000E+00	
  +5.8100000000000000E+02	  +1.8759597368149818+177	  +2.3764665238084689E+02	  +1.8759597368149818+177	  +0.0000000000000000E+00	
  +5.8200000000000000E+02	  +3.7519194736299636+177	  +2.3764785365038230E+02	  +3.7519194736299636+177	  +0.0000000000000000E+00	
  +5.8300000000000000E+02	  +7.5038389472599272+177	  +2.3764905525212819E+02	  +7.5038389472599272+177	  +0.0000000000000000E+00	
  +5.8400000000000000E+02	  +1.5007677894519854+178	  +2.3765025718546642E+02	  +1.5007677894519854+178	  +0.0000000000000000E+00	
  +5.8500000000000000E+02	  +3.0015355789039709+178	  +2.3765145944977854E+02	  +3.0015355789039709+178	  +0.0000000000000000E+00	
  +5.8600000000000000E+02	  +6.0030711578079417+178	  +2.3765266204444617E+02	  +6.0030711578079417+178	  +0.0000000000000000E+00	
  +5.8700000000000000E+02	  +1.2006142315615883+179	  +2.3765386496885060E+02	  +1.2006142315615883+179	  +0.0000000000000000E+00	
  +5.8800000000000000E+02	  +2.4012284631231767+179	  +2.3765506822237288E+02	  +2.4012284631231767+179	  +0.0000000000000000E+00	
  +5.8900000000000000E+02	  +4.8024569262463534+179	  +2.3765627180439404E+02	  +4.8024569262463534+179	  +0.0000000000000000E+00	
  +5.9000000000000000E+02	  +9.6049138524927068+179	  +2.3765747571429492E+02	  +9.6049138524927068+179	  +0.0000000000000000E+00	
  +5.9100000000000000E+02	  +1.9209827704985414+180	  +2.3765867995145612E+02	  +1.9209827704985414+180	  +0.0000000000000000E+00	
  +5.9200000000000000E+02	  +3.8419655409970827+180	  +2.3765988451525809E+02	  +3.8419655409970827+180	  +0.0000000000000000E+00	
  +5.9300000000000000E+02	  +7.6839310819941654+180	  +2.3766108940508116E+02	  +7.6839310819941654+180	  +0.0000000000000000E+00	
  +5.9400000000000000E+02	  +1.5367862163988331+181	  +2.3766229462030546E+02	  +1.5367862163988331+181	  +0.0000000000000000E+00	
  +5.9500000000000000E+02	  +3.0735724327976662+181	  +2.3766350016031095E+02	  +3.0735724327976662+181	  +0.0000000000000000E+00	
  +5.9600000000000000E+02	  +6.1471448655953323+181	  +2.3766470602447743E+02	  +6.1471448655953323+181	  +0.0000000000000000E+00	
  +5.9700000000000000E+02	  +1.2294289731190665+182	  +2.3766591221218451E+02	  +1.2294289731190665+182	  +0.0000000000000000E+00	
  +5.9800000000000000E+02	  +2.4588579462381329+182	  +2.3766711872281172E+02	  +2.4588579462381329+182	  +0.0000000000000000E+00	
  +5.9900000000000000E+02	  +4.9177158924762659+182	  +2.3766832555573831E+02	  +4.9177158924762659+182	  +0.0000000000000000E+00	
  +6.0000000000000000E+02	  +9.8354317849525317+182	  +2.3766953271034336E+02	  +9.8354317849525317+182	  +0.0000000000000000E+00	
  +6.0100000000000000E+02	  +1.9670863569905063+183	  +2.3767074018600596E+02	  +1.9670863569905063+183	  +0.0000000000000000E+00	
  +6.0200000000000000E+02	  +3.9341727139810127+183	  +2.3767194798210483E+02	  +3.9341727139810127+183	  +0.0000000000000000E+00	
  +6.0300000000000000E+02	  +7.8683454279620254+183	  +2.3767315609801864E+02	  +7.8683454279620254+183	  +0.0000000000000000E+00	
  +6.0400000000000000E+02	  +1.5736690855924051+184	  +2.3767436453312581E+02	  +1.5736690855924051+184	  +0.0000000000000000E+00	
  +6.0500000000000000E+02	  +3.1473381711848102+184	  +2.3767557328680471E+02	  +3.1473381711848102+184	  +0.0000000000000000E+00	
  +6.0600000000000000E+02	  +6.2946763423696203+184	  +2.3767678235843346E+02	  +6.2946763423696203+184	  +0.0000000000000000E+00	
  +6.0700000000000000E+02	  +1.2589352684739241+185	  +2.3767799174739002E+02	  +1.2589352684739241+185	  +0.0000000000000000E+00	
  +6.0800000000000000E+02	  +2.5178705369478481+185	  +2.3767920145305226E+02	  +2.5178705369478481+185	  +0.0000000000000000E+00	
  +6.0900000000000000E+02	  +5.0357410738956962+185	  +2.3768041147479778E+02	  +5.0357410738956962+185	  +0.0000000000000000E+00	
  +6.1000000000000000E+02	  +1.0071482147791392+186	  +2.3768162181200412E+02	  +1.0071482147791392+186	  +0.0000000000000000E+00	
  +6.1100000000000000E+02	  +2.0142964295582785+186	  +2.3768283246404860E+02	  +2.0142964295582785+186	  +0.0000000000000000E+00	
  +6.1200000000000000E+02	  +4.0285928591165570+186	  +2.3768404343030841E+02	  +4.0285928591165570+186	  +0.0000000000000000E+00	
  +6.1300000000000000E+02	  +8.0571857182331140+186	  +2.3768525471016045E+02	  +8.0571857182331140+186	  +0.0000000000000000E+00	
  +6.1400000000000000E+02	  +1.6114371436466228+187	  +2.3768646630298167E+02	  +1.6114371436466228+187	  +0.0000000000000000E+00	
  +6.1500000000000000E+02	  +3.2228742872932456+187	  +2.3768767820814872E+02	  +3.2228742872932456+187	  +0.0000000000000000E+00	
  +6.1600000000000000E+02	  +6.4457485745864912+187	  +2.3768889042503815E+02	  +6.4457485745864912+187	  +0.0000000000000000E+00	
  +6.1700000000000000E+02	  +1.2891497149172982+188	  +2.3769010295302627E+02	  +1.2891497149172982+188	  +0.0000000000000000E+00	
  +6.1800000000000000E+02	  +2.5782994298345965+188	  +2.3769131579148936E+02	  +2.5782994298345965+188	  +0.0000000000000000E+00	
  +6.1900000000000000E+02	  +5.1565988596691930+188	  +2.3769252893980337E+02	  +5.1565988596691930+188	  +0.0000000000000000E+00	
  +6.2000000000000000E+02	  +1.0313197719338386+189	  +2.3769374239734424E+02	  +1.0313197719338386+189	  +0.0000000000000000E+00	
  +6.2100000000000000E+02	  +2.0626395438676772+189	  +2.3769495616348769E+02	  +2.0626395438676772+189	  +0.0000000000000000E+00	
  +6.2200000000000000E+02	  +4.1252790877353544+189	  +2.3769617023760932E+02	  +4.1252790877353544+189	  +0.0000000000000000E+00	
  +6.2300000000000000E+02	  +8.2505581754707087+189	  +2.3769738461908446E+02	  +8.2505581754707087+189	  +0.0000000000000000E+00	
  +6.2400000000000000E+02	  +1.6501116350941417+190	  +2.3769859930728839E+02	  +1.6501116350941417+190	  +0.0000000000000000E+00	
  +6.2500000000000000E+02	  +3.3002232701882835+190	  +2.3769981430159623E+02	  +3.3002232701882835+190	  +0.0000000000000000E+00	
  +6.2600000000000000E+02	  +6.6004465403765670+190	  +2.3770102960138291E+02	  +6.6004465403765670+190	  +0.0000000000000000E+00	
  +6.2700000000000000E+02	  +1.3200893080753134+191	  +2.3770224520602318E+02	  +1.3200893080753134+191	  +0.0000000000000000E+00	
  +6.2800000000000000E+02	  +2.6401786161506268+191	  +2.3770346111489167E+02	  +2.6401786161506268+191	  +0.0000000000000000E+00	
  +6.2900000000000000E+02	  +5.2803572323012536+191	  +2.3770467732736284E+02	  +5.2803572323012536+191	  +0.0000000000000000E+00	
  +6.3000000000000000E+02	  +1.0560714464602507+192	  +2.3770589384281104E+02	  +1.0560714464602507+192	  +0.0000000000000000E+00	
  +6.3100000000000000E+02	  +2.1121428929205014+192	  +2.3770711066061037E+02	  +2.1121428929205014+192	  +0.0000000000000000E+00	
  +6.3200000000000000E+02	  +4.2242857858410029+192	  +2.3770832778013482E+02	  +4.2242857858410029+192	  +0.0000000000000000E+00	
  +6.3300000000000000E+02	  +8.4485715716820057+192	  +2.3770954520075830E+02	  +8.4485715716820057+192	  +0.0000000000000000E+00	
  +6.3400000000000000E+02	  +1.6897143143364011+193	  +2.3771076292185444E+02	  +1.6897143143364011+193	  +0.0000000000000000E+00	
  +6.3500000000000000E+02	  +3.3794286286728023+193	  +2.3771198094279674E+02	  +3.3794286286728023+193	  +0.0000000000000000E+00	
  +6.3600000000000000E+02	  +6.7588572573456046+193	  +2.3771319926295865E+02	  +6.7588572573456046+193	  +0.0000000000000000E+00	
  +6.3700000000000000E+02	  +1.3517714514691209+194	  +2.3771441788171336E+02	  +1.3517714514691209+194	  +0.0000000000000000E+00	
  +6.3800000000000000E+02	  +2.7035429029382418+194	  +2.3771563679843393E+02	  +2.7035429029382418+194	  +0.0000000000000000E+00	
  +6.3900000000000000E+02	  +5.4070858058764837+194	  +2.3771685601249331E+02	  +5.4070858058764837+194	  +0.0000000000000000E+00	
  +6.4000000000000000E+02	  +1.0814171611752967+195	  +2.3771807552326425E+02	  +1.0814171611752967+195	  +0.0000000000000000E+00	
  +6.4100000000000000E+02	  +2.1628343223505935+195	  +2.3771929533011934E+02	  +2.1628343223505935+195	  +0.0000000000000000E+00	
  +6.4200000000000000E+02	  +4.3256686447011869+195	  +2.3772051543243103E+02	  +4.3256686447011869+195	  +0.0000000000000000E+00	
  +6.4300000000000000E+02	  +8.6513372894023739+195	  +2.3772173582957168E+02	  +8.6513372894023739+195	  +0.0000000000000000E+00	
  +6.4400000000000000E+02	  +1.7302674578804748+196	  +2.3772295652091339E+02	  +1.7302674578804748+196	  +0.0000000000000000E+00	
  +6.4500000000000000E+02	  +3.4605349157609496+196	  +2.3772417750582821E+02	  +3.4605349157609496+196	  +0.0000000000000000E+00	
  +6.4600000000000000E+02	  +6.9210698315218991+196	  +2.3772539878368798E+02	  +6.9210698315218991+196	  +0.0000000000000000E+00	
  +6.4700000000000000E+02	  +1.3842139663043798+197	  +2.3772662035386432E+02	  +1.3842139663043798+197	  +0.0000000000000000E+00	
  +6.4800000000000000E+02	  +2.7684279326087596+197	  +2.3772784221572894E+02	  +2.7684279326087596+197	  +0.0000000000000000E+00	
  +6.4900000000000000E+02	  +5.5368558652175193+197	  +2.3772906436865310E+02	  +5.5368558652175193+197	  +0.0000000000000000E+00	
  +6.5000000000000000E+02	  +1.1073711730435039+198	  +2.3773028681200810E+02	  +1.1073711730435039+198	  +0.0000000000000000E+00	
  +6.5100000000000000E+02	  +2.2147423460870077+198	  +2.3773150954516510E+02	  +2.2147423460870077+198	  +0.0000000000000000E+00	
  +6.5200000000000000E+02	  +4.4294846921740154+198	  +2.3773273256749496E+02	  +4.4294846921740154+198	  +0.0000000000000000E+00	
  +6.5300000000000000E+02	  +8.8589693843480309+198	  +2.3773395587836853E+02	  +8.8589693843480309+198	  +0.0000000000000000E+00	
  +6.5400000000000000E+02	  +1.7717938768696062+199	  +2.3773517947715646E+02	  +1.7717938768696062+199	  +0.0000000000000000E+00	
  +6.5500000000000000E+02	  +3.5435877537392123+199	  +2.3773640336322927E+02	  +3.5435877537392123+199	  +0.0000000000000000E+00	
  +6.5600000000000000E+02	  +7.0871755074784247+199	  +2.3773762753595730E+02	  +7.0871755074784247+199	  +0.0000000000000000E+00	
  +6.5700000000000000E+02	  +1.4174351014956849+200	  +2.3773885199471073E+02	  +1.4174351014956849+200	  +0.0000000000000000E+00	
  +6.5800000000000000E+02	  +2.8348702029913699+200	  +2.3774007673885970E+02	  +2.8348702029913699+200	  +0.0000000000000000E+00	
  +6.5900000000000000E+02	  +5.6697404059827397+200	  +2.3774130176777410E+02	  +5.6697404059827397+200	  +0.0000000000000000E+00	
  +6.6000000000000000E+02	  +1.1339480811965479+201	  +2.3774252708082372E+02	  +1.1339480811965479+201	  +0.0000000000000000E+00	
  +6.6100000000000000E+02	  +2.2678961623930959+201	  +2.3774375267737813E+02	  +2.2678961623930959+201	  +0.0000000000000000E+00	
  +6.6200000000000000E+02	  +4.5357923247861918+201	  +2.3774497855680687E+02	  +4.5357923247861918+201	  +0.0000000000000000E+00	
  +6.6300000000000000E+02	  +9.0715846495723836+201	  +2.3774620471847919E+02	  +9.0715846495723836+201	  +0.0000000000000000E+00	
  +6.6400000000000000E+02	  +1.8143169299144767+202	  +2.3774743116176435E+02	  +1.8143169299144767+202	  +0.0000000000000000E+00	
  +6.6500000000000000E+02	  +3.6286338598289534+202	  +2.3774865788603142E+02	  +3.6286338598289534+202	  +0.0000000000000000E+00	
  +6.6600000000000000E+02	  +7.2572677196579069+202	  +2.3774988489064924E+02	  +7.2572677196579069+202	  +0.0000000000000000E+00	
  +6.6700000000000000E+02	  +1.4514535439315814+203	  +2.3775111217498659E+02	  +1.4514535439315814+203	  +0.0000000000000000E+00	
  +6.6800000000000000E+02	  +2.9029070878631628+203	  +2.3775233973841208E+02	  +2.9029070878631628+203	  +0.0000000000000000E+00	
  +6.6900000000000000E+02	  +5.8058141757263255+203	  +2.3775356758029417E+02	  +5.8058141757263255+203	  +0.0000000000000000E+00	
  +6.7000000000000000E+02	  +1.1611628351452651+204	  +2.3775479570000115E+02	  +1.1611628351452651+204	  +0.0000000000000000E+00	
  +6.7100000000000000E+02	  +2.3223256702905302+204	  +2.3775602409690129E+02	  +2.3223256702905302+204	  +0.0000000000000000E+00	
  +6.7200000000000000E+02	  +4.6446513405810604+204	  +2.3775725277036256E+02	  +4.6446513405810604+204	  +0.0000000000000000E+00	
  +6.7300000000000000E+02	  +9.2893026811621208+204	  +2.3775848171975289E+02	  +9.2893026811621208+204	  +0.0000000000000000E+00	
  +6.7400000000000000E+02	  +1.8578605362324242+205	  +2.3775971094444003E+02	  +1.8578605362324242+205	  +0.0000000000000000E+00	
  +6.7500000000000000E+02	  +3.7157210724648483+205	  +2.3776094044379155E+02	  +3.7157210724648483+205	  +0.0000000000000000E+00	
  +6.7600000000000000E+02	  +7.4314421449296966+205	  +2.3776217021717500E+02	  +7.4314421449296966+205	  +0.0000000000000000E+00	
  +6.7700000000000000E+02	  +1.4862884289859393+206	  +2.3776340026395764E+02	  +1.4862884289859393+206	  +0.0000000000000000E+00	
  +6.7800000000000000E+02	  +2.9725768579718787+206	  +2.3776463058350672E+02	  +2.9725768579718787+206	  +0.0000000000000000E+00	
  +6.7900000000000000E+02	  +5.9451537159437573+206	  +2.3776586117518923E+02	  +5.9451537159437573+206	  +0.0000000000000000E+00	
  +6.8000000000000000E+02	  +1.1890307431887515+207	  +2.3776709203837214E+02	  +1.1890307431887515+207	  +0.0000000000000000E+00	
  +6.8100000000000000E+02	  +2.3780614863775029+207	  +2.3776832317242213E+02	  +2.3780614863775029+207	  +0.0000000000000000E+00	
  +6.8200000000000000E+02	  +4.7561229727550059+207	  +2.3776955457670596E+02	  +4.7561229727550059+207	  +0.0000000000000000E+00	
  +6.8300000000000000E+02	  +9.5122459455100117+207	  +2.3777078625059002E+02	  +9.5122459455100117+207	  +0.0000000000000000E+00	
  +6.8400000000000000E+02	  +1.9024491891020023+208	  +2.3777201819344069E+02	  +1.9024491891020023+208	  +0.0000000000000000E+00	
  +6.8500000000000000E+02	  +3.8048983782040047+208	  +2.3777325040462424E+02	  +3.8048983782040047+208	  +0.0000000000000000E+00	
  +6.8600000000000000E+02	  +7.6097967564080094+208	  +2.3777448288350664E+02	  +7.6097967564080094+208	  +0.0000000000000000E+00	
  +6.8700000000000000E+02	  +1.5219593512816019+209	  +2.3777571562945394E+02	  +1.5219593512816019+209	  +0.0000000000000000E+00	
  +6.8800000000000000E+02	  +3.0439187025632037+209	  +2.3777694864183184E+02	  +3.0439187025632037+209	  +0.0000000000000000E+00	
  +6.8900000000000000E+02	  +6.0878374051264075+209	  +2.3777818192000609E+02	  +6.0878374051264075+209	  +0.0000000000000000E+00	
  +6.9000000000000000E+02	  +1.2175674810252815+210	  +2.3777941546334216E+02	  +1.2175674810252815+210	  +0.0000000000000000E+00	
